4	3	0.558039	2.204605	2.762644	0.088889	0.469150
4	2	0.556071	2.208779	2.764850	0.088481	0.467590
4	0	0.559470	2.211351	2.770821	0.073006	0.486464
4	1	0.555687	2.211357	2.767044	0.086705	0.468982
4	1	0.567589	2.638727	3.206316	0.080989	0.486600
4	3	0.577989	2.677401	3.255390	0.093597	0.484392
4	0	0.578290	2.678930	3.257220	0.073006	0.505284
4	2	0.578537	2.678934	3.257471	0.094306	0.484231
4	2	0.620407	2.718985	3.339392	0.104740	0.515667
4	3	0.620999	2.721794	3.342793	0.102322	0.518677
4	1	0.604438	2.749362	3.353800	0.084512	0.519926
4	0	0.620869	2.732795	3.353664	0.083032	0.537837
4	1	0.713486	2.789045	3.502531	0.102561	0.610925
4	2	0.701371	2.844067	3.545438	0.113178	0.588193
4	3	0.699468	2.857058	3.556526	0.106715	0.592753
4	0	0.711822	2.841699	3.553521	0.079968	0.631854
4	1	0.618672	2.648323	3.266995	0.101286	0.517386
4	2	0.635848	2.639129	3.274977	0.115923	0.519925
4	0	0.638798	2.644238	3.283036	0.067695	0.571103
4	3	0.639059	2.644242	3.283301	0.115985	0.523074
