8	5	0.361137	1.431036	1.792173	0.096307	0.264830
8	6	0.366385	1.425775	1.792160	0.094002	0.272383
8	4	0.363168	1.428748	1.791916	0.098462	0.264706
8	3	0.363395	1.428749	1.792144	0.098752	0.264643
8	7	0.365994	1.425900	1.791894	0.101994	0.264000
8	1	0.363255	1.429338	1.792593	0.097399	0.265856
8	0	0.382874	1.513976	1.896850	0.116397	0.266477
8	2	0.383344	1.513971	1.897315	0.092843	0.290501
8	6	0.365812	1.465053	1.830865	0.092444	0.273368
8	5	0.365143	1.465880	1.831023	0.099589	0.265554
8	4	0.361350	1.469437	1.830787	0.095753	0.265597
8	7	0.360918	1.469430	1.830348	0.095569	0.265349
8	3	0.361054	1.469673	1.830727	0.095619	0.265435
8	1	0.362087	1.469400	1.831487	0.095296	0.266791
8	2	0.379867	1.555067	1.934934	0.087469	0.292398
8	0	0.380233	1.555070	1.935303	0.112711	0.267522
8	5	0.353022	1.465038	1.818060	0.097512	0.255510
8	7	0.355163	1.463668	1.818831	0.101116	0.254047
8	4	0.352658	1.465375	1.818033	0.097985	0.254673
8	1	0.349517	1.469960	1.819477	0.093829	0.255688
8	3	0.352718	1.465354	1.818072	0.097427	0.255291
8	6	0.353169	1.465068	1.818237	0.097657	0.255512
8	2	0.373241	1.542309	1.915550	0.089806	0.283435
8	0	0.369792	1.542312	1.912104	0.112141	0.257651
8	4	0.385063	1.435071	1.820134	0.102649	0.282414
8	3	0.384881	1.435259	1.820140	0.109026	0.275855
8	1	0.376305	1.444356	1.820661	0.100385	0.275920
8	5	0.385149	1.434990	1.820139	0.110127	0.275022
8	6	0.385142	1.434991	1.820133	0.109003	0.276139
8	7	0.385043	1.435100	1.820143	0.110520	0.274523
8	2	0.384974	1.602775	1.987749	0.110563	0.274411
8	0	0.384751	1.602604	1.987355	0.107732	0.277019
8	1	0.409794	1.497384	1.907178	0.093923	0.315871
8	6	0.414051	1.492524	1.906575	0.103479	0.310572
8	3	0.414350	1.493710	1.908060	0.108161	0.306189
8	4	0.416323	1.491725	1.908048	0.110457	0.305866
8	7	0.414315	1.492267	1.906582	0.103960	0.310355
8	5	0.414883	1.491725	1.906608	0.102848	0.312035
8	0	0.422649	1.613494	2.036143	0.109347	0.313302
8	2	0.423188	1.613491	2.036679	0.096050	0.327138
