16	10	0.221224	0.743060	0.964284	0.096712	0.124512
16	1	0.216938	0.748230	0.965168	0.092522	0.124416
16	12	0.226951	0.737213	0.964164	0.095124	0.131827
16	14	0.227308	0.737207	0.964515	0.095138	0.132170
16	15	0.222118	0.742253	0.964371	0.097555	0.124563
16	13	0.222567	0.741920	0.964487	0.097840	0.124727
16	6	0.222955	0.742644	0.965599	0.098228	0.124727
16	8	0.223172	0.741395	0.964567	0.098454	0.124718
16	9	0.221501	0.742736	0.964237	0.097538	0.123963
16	11	0.222975	0.742987	0.965962	0.097808	0.125167
16	7	0.227028	0.740918	0.967946	0.094812	0.132216
16	4	0.219978	0.749320	0.969298	0.095710	0.124268
16	3	0.220226	0.749869	0.970095	0.095522	0.124704
16	5	0.226584	0.744310	0.970894	0.102596	0.123988
16	2	0.219668	0.751876	0.971544	0.094680	0.124988
16	0	0.227049	0.744717	0.971766	0.101202	0.125847
16	6	0.223790	0.755213	0.979003	0.100174	0.123616
16	10	0.227288	0.751989	0.979277	0.103781	0.123507
16	12	0.228137	0.751118	0.979255	0.105469	0.122668
16	8	0.227040	0.752070	0.979110	0.102834	0.124206
16	15	0.225500	0.753338	0.978838	0.102033	0.123467
16	13	0.226842	0.751745	0.978587	0.102286	0.124556
16	4	0.223782	0.755362	0.979144	0.100106	0.123676
16	11	0.227168	0.751845	0.979013	0.103110	0.124058
16	7	0.224074	0.755069	0.979143	0.101051	0.123023
16	14	0.226734	0.752225	0.978959	0.103456	0.123278
16	9	0.226966	0.752028	0.978994	0.103731	0.123235
16	5	0.225491	0.754297	0.979788	0.101960	0.123531
16	3	0.225070	0.755217	0.980287	0.101020	0.124050
16	2	0.222317	0.758024	0.980341	0.098377	0.123940
16	1	0.219748	0.760143	0.979891	0.096231	0.123517
16	0	0.227856	0.755812	0.983668	0.102365	0.125491
16	13	0.232593	0.748000	0.980593	0.101451	0.131142
16	1	0.225747	0.755805	0.981552	0.095494	0.130253
16	10	0.229665	0.753518	0.983183	0.100103	0.129562
16	11	0.233618	0.747107	0.980725	0.102249	0.131369
16	15	0.228546	0.751183	0.979729	0.097684	0.130862
16	14	0.229577	0.750618	0.980195	0.098999	0.130578
16	12	0.227952	0.752682	0.980634	0.097934	0.130018
16	4	0.231096	0.752453	0.983549	0.099531	0.131565
16	7	0.232388	0.753224	0.985612	0.100150	0.132238
16	6	0.231859	0.751639	0.983498	0.099923	0.131936
16	9	0.236228	0.752977	0.989205	0.107663	0.128565
16	8	0.232410	0.754734	0.987144	0.100980	0.131430
16	2	0.229796	0.761283	0.991079	0.100108	0.129688
16	3	0.229862	0.757949	0.987811	0.098674	0.131188
16	0	0.234434	0.755062	0.989496	0.102763	0.131671
16	5	0.235939	0.755058	0.990997	0.103004	0.132935
16	9	0.231713	0.758693	0.990406	0.103296	0.128417
16	6	0.230891	0.758682	0.989573	0.101032	0.129859
16	7	0.233266	0.757486	0.990752	0.105067	0.128199
16	1	0.223499	0.766926	0.990425	0.094114	0.129385
16	15	0.230697	0.759954	0.990651	0.101821	0.128876
16	10	0.232091	0.758636	0.990727	0.103120	0.128971
16	11	0.233293	0.757213	0.990506	0.104018	0.129275
16	4	0.229721	0.760828	0.990549	0.100677	0.129044
16	14	0.233225	0.757022	0.990247	0.104495	0.128730
16	12	0.230154	0.760505	0.990659	0.101798	0.128356
16	13	0.233011	0.756911	0.989922	0.103210	0.129801
16	5	0.232137	0.758324	0.990461	0.103177	0.128960
16	2	0.233411	0.761365	0.994776	0.108158	0.125253
16	3	0.227645	0.767334	0.994979	0.098680	0.128965
16	0	0.233432	0.780108	1.013540	0.101773	0.131659
16	8	0.233310	0.780104	1.013414	0.101770	0.131540
16	9	0.224492	0.761011	0.985503	0.103177	0.121315
16	6	0.223148	0.762598	0.985746	0.100778	0.122370
16	7	0.224138	0.761518	0.985656	0.102450	0.121688
16	14	0.222194	0.763375	0.985569	0.100373	0.121821
16	15	0.225239	0.760373	0.985612	0.104513	0.120726
16	13	0.222117	0.763630	0.985747	0.100001	0.122116
16	5	0.224244	0.760701	0.984945	0.101850	0.122394
16	12	0.222242	0.763529	0.985771	0.100869	0.121373
16	3	0.220205	0.765455	0.985660	0.097854	0.122351
16	1	0.215917	0.770216	0.986133	0.092422	0.123495
16	11	0.224971	0.760622	0.985593	0.102525	0.122446
16	8	0.224849	0.760705	0.985554	0.102536	0.122313
16	10	0.224125	0.760619	0.984744	0.101412	0.122713
16	2	0.221838	0.764288	0.986126	0.096946	0.124892
16	4	0.222407	0.762660	0.985067	0.099761	0.122646
16	0	0.225396	0.765778	0.991174	0.100855	0.124541
