32	11	0.278864	0.401395	0.680259	0.212169	0.066695
32	31	0.274686	0.401382	0.676068	0.214176	0.060510
32	26	0.277860	0.401393	0.679253	0.219454	0.058406
32	14	0.279299	0.401365	0.680664	0.213235	0.066064
32	16	0.279700	0.401363	0.681063	0.213676	0.066024
32	19	0.279820	0.401367	0.681187	0.213965	0.065855
32	22	0.279657	0.401375	0.681032	0.213896	0.065761
32	3	0.279132	0.401405	0.680537	0.212875	0.066257
32	23	0.279662	0.401369	0.681031	0.213098	0.066564
32	17	0.279654	0.401386	0.681040	0.213442	0.066212
32	9	0.279202	0.401361	0.680563	0.212557	0.066645
32	10	0.279682	0.401399	0.681081	0.213891	0.065791
32	1	0.279825	0.402045	0.681870	0.213334	0.066491
32	27	0.277493	0.401393	0.678886	0.218809	0.058684
32	7	0.279831	0.401374	0.681205	0.213326	0.066505
32	25	0.277410	0.401389	0.678799	0.219861	0.057549
32	18	0.278976	0.401368	0.680344	0.210834	0.068142
32	5	0.278697	0.401341	0.680038	0.209498	0.069199
32	29	0.279422	0.401411	0.680833	0.222464	0.056958
32	21	0.278515	0.401367	0.679882	0.212641	0.065874
32	4	0.279641	0.401401	0.681042	0.213568	0.066073
32	20	0.279992	0.401362	0.681354	0.213907	0.066085
32	30	0.274732	0.401408	0.676140	0.214495	0.060237
32	6	0.279201	0.401362	0.680563	0.212885	0.066316
32	12	0.279770	0.401358	0.681128	0.213897	0.065873
32	28	0.279448	0.401399	0.680847	0.223271	0.056177
32	15	0.279641	0.401353	0.680994	0.213873	0.065768
32	13	0.279115	0.401375	0.680490	0.210196	0.068919
32	2	0.279170	0.402015	0.681185	0.213061	0.066109
32	24	0.275690	0.401382	0.677072	0.216092	0.059598
32	8	0.279271	0.401392	0.680663	0.213395	0.065876
32	0	0.279511	0.409946	0.689457	0.212307	0.067204
32	7	0.267626	0.391032	0.658658	0.201211	0.066415
32	2	0.267874	0.391787	0.659661	0.201934	0.065940
32	9	0.266710	0.391029	0.657739	0.198320	0.068390
32	15	0.267949	0.391034	0.658983	0.201998	0.065951
32	16	0.267921	0.391024	0.658945	0.201892	0.066029
