0	0	1	16.897701
0	0	2	13.033592
0	0	3	11.617023
0	0	4	12.531077
0	0	5	15.948285
0	0	6	10.680909
0	0	7	14.795387
0	0	8	12.466616
0	0	9	14.070946
0	0	10	14.024404
0	0	11	15.970828
0	0	12	12.857292
0	0	13	14.268658
0	0	14	13.537690
0	0	15	15.857008
0	0	16	14.045517
0	0	17	11.846905
0	0	18	13.988815
0	0	19	13.122528
0	0	20	16.774901
0	0	21	14.149737
0	0	22	16.062026
0	0	23	12.817212
0	0	24	11.316747
0	0	25	14.037834
0	0	26	18.461693
0	0	27	13.770511
0	0	28	14.661334
0	0	29	14.746916
0	0	30	14.876043
0	0	31	15.818547
0	0	32	10.945551
0	0	33	10.824358
0	0	34	12.669641
0	0	35	17.609623
0	0	36	16.215140
0	0	37	13.141630
0	0	38	16.141143
0	0	39	14.028464
0	0	40	11.764242
0	0	41	12.953450
0	0	42	14.286509
0	0	43	12.742549
0	0	44	12.942682
0	0	45	14.048410
0	0	46	16.329584
0	0	47	13.968061
0	0	48	9.811597
0	0	49	16.637721
0	1	2	21.908814
0	1	3	20.493640
0	1	4	21.403815
0	1	5	22.568000
0	1	6	19.521398
0	1	7	23.660082
0	1	8	20.371396
0	1	9	22.949446
0	1	10	21.724876
0	1	11	24.784456
0	1	12	21.735792
0	1	13	22.493334
0	1	14	22.393311
0	1	15	24.679041
0	1	16	22.920070
0	1	17	20.644232
0	1	18	22.184770
0	1	19	22.001028
0	1	20	25.605407
0	1	21	21.289197
0	1	22	22.581737
0	1	23	21.695712
0	1	24	20.195247
0	1	25	21.596128
0	1	26	24.184562
0	1	27	22.421008
0	1	28	22.398367
0	1	29	21.968049
0	1	30	23.084543
0	1	31	24.697047
0	1	32	19.726839
0	1	33	19.638643
0	1	34	21.535165
0	1	35	23.700847
0	1	36	22.739354
0	1	37	22.020131
0	1	38	24.476950
0	1	39	21.300711
0	1	40	19.806050
0	1	41	21.831951
0	1	42	23.165009
0	1	43	21.621050
0	1	44	21.821182
0	1	45	22.926910
0	1	46	22.709090
0	1	47	22.832597
0	1	48	18.478610
0	1	49	21.993708
0	2	3	16.631414
0	2	4	17.542360
0	2	5	20.962676
0	2	6	15.695300
0	2	7	19.809778
0	2	8	17.481007
0	2	9	19.085337
0	2	10	18.982531
0	2	11	19.271452
0	2	12	17.871683
0	2	13	18.490245
0	2	14	18.552082
0	2	15	19.105350
0	2	16	17.280474
0	2	17	15.772190
0	2	18	18.986066
0	2	19	16.608345
0	2	20	19.089337
0	2	21	19.164128
0	2	22	21.076417
0	2	23	17.831603
0	2	24	16.331138
0	2	25	19.052225
0	2	26	23.476084
0	2	27	18.010576
0	2	28	19.076655
0	2	29	19.380145
0	2	30	19.167539
0	2	31	20.832938
0	2	32	15.959943
0	2	33	15.838749
0	2	34	16.987828
0	2	35	22.624014
0	2	36	21.229531
0	2	37	18.156021
0	2	38	20.007498
0	2	39	19.042856
0	2	40	16.778633
0	2	41	17.916546
0	2	42	19.300900
0	2	43	17.756940
0	2	44	16.819904
0	2	45	19.062801
0	2	46	21.343351
0	2	47	18.982452
0	2	48	14.825988
0	2	49	21.652112
0	3	4	16.121140
0	3	5	19.546107
0	3	6	14.278731
0	3	7	17.167936
0	3	8	15.706042
0	3	9	16.416633
0	3	10	17.613797
0	3	11	19.568651
0	3	12	15.339452
0	3	13	17.866480
0	3	14	16.201641
0	3	15	19.454830
0	3	16	17.643340
0	3	17	15.444727
0	3	18	17.570870
0	3	19	16.720350
0	3	20	20.372723
0	3	21	17.747559
0	3	22	19.659848
0	3	23	15.470454
0	3	24	14.820804
0	3	25	17.339468
0	3	26	22.059515
0	3	27	17.368333
0	3	28	18.259156
0	3	29	18.344739
0	3	30	18.473865
0	3	31	18.004847
0	3	32	14.287511
0	3	33	14.163436
0	3	34	16.267463
0	3	35	21.204915
0	3	36	19.812962
0	3	37	15.360033
0	3	38	19.738965
0	3	39	17.626287
0	3	40	15.072035
0	3	41	16.551272
0	3	42	17.009445
0	3	43	15.230926
0	3	44	16.540504
0	3	45	16.219556
0	3	46	19.927406
0	3	47	16.046826
0	3	48	13.409419
0	3	49	20.231346
0	4	5	20.460162
0	4	6	15.192786
0	4	7	18.489004
0	4	8	16.960911
0	4	9	18.018679
0	4	10	17.955848
0	4	11	19.843400
0	4	12	17.043600
0	4	13	18.330416
0	4	14	17.330030
0	4	15	19.827326
0	4	16	18.515367
0	4	17	16.333894
0	4	18	17.366949
0	4	19	17.618342
0	4	20	21.222539
0	4	21	18.661614
0	4	22	20.573903
0	4	23	16.715193
0	4	24	14.921182
0	4	25	18.549711
0	4	26	22.973570
0	4	27	17.450425
0	4	28	18.885473
0	4	29	19.258271
0	4	30	18.686906
0	4	31	19.130434
0	4	32	15.457428
0	4	33	15.336235
0	4	34	16.483669
0	4	35	22.121500
0	4	36	20.727016
0	4	37	17.580183
0	4	38	19.875789
0	4	39	18.540341
0	4	40	16.275665
0	4	41	16.022248
0	4	42	17.771997
0	4	43	16.904197
0	4	44	17.104965
0	4	45	18.232949
0	4	46	20.841460
0	4	47	17.981359
0	4	48	14.323473
0	4	49	21.149189
0	5	6	18.109532
0	5	7	22.724472
0	5	8	20.395701
0	5	9	22.000030
0	5	10	21.953488
0	5	11	23.899913
0	5	12	20.786377
0	5	13	22.125167
0	5	14	21.466775
0	5	15	23.786093
0	5	16	21.974602
0	5	17	19.775990
0	5	18	21.917900
0	5	19	21.051613
0	5	20	24.703985
0	5	21	15.948285
0	5	22	16.077324
0	5	23	20.746296
0	5	24	19.245831
0	5	25	17.861897
0	5	26	18.849079
0	5	27	21.699595
0	5	28	22.405502
0	5	29	20.072957
0	5	30	22.805127
0	5	31	23.747631
0	5	32	18.154766
0	5	33	18.145975
0	5	34	20.598726
0	5	35	17.689901
0	5	36	16.244553
0	5	37	21.070715
0	5	38	24.070227
0	5	39	16.204205
0	5	40	19.037414
0	5	41	20.882535
0	5	42	22.215593
0	5	43	20.671634
0	5	44	20.871766
0	5	45	21.977495
0	5	46	17.767569
0	5	47	21.897145
0	5	48	16.644924
0	5	49	18.185242
0	6	7	17.457095
0	6	8	15.128325
0	6	9	16.732654
0	6	10	16.686112
0	6	11	18.632537
0	6	12	15.519000
0	6	13	16.930366
0	6	14	16.199399
0	6	15	18.518717
0	6	16	16.707226
0	6	17	14.508613
0	6	18	16.650524
0	6	19	15.784236
0	6	20	19.436609
0	6	21	16.381525
0	6	22	18.237804
0	6	23	15.478920
0	6	24	13.978455
0	6	25	16.139793
0	6	26	21.009241
0	6	27	16.432219
0	6	28	17.323042
0	6	29	17.405399
0	6	30	17.537751
0	6	31	18.480255
0	6	32	12.666529
0	6	33	12.585306
0	6	34	15.331349
0	6	35	19.851148
0	6	36	18.397349
0	6	37	15.803339
0	6	38	18.802851
0	6	39	15.933792
0	6	40	14.277037
0	6	41	15.615159
0	6	42	16.948217
0	6	43	15.404258
0	6	44	15.604390
0	6	45	16.710118
0	6	46	18.929674
0	6	47	16.629769
0	6	48	11.324487
0	6	49	19.204908
0	7	8	18.072103
0	7	9	16.952426
0	7	10	20.684849
0	7	11	22.747015
0	7	12	16.501887
0	7	13	21.044844
0	7	14	14.887163
0	7	15	22.633195
0	7	16	20.821704
0	7	17	18.623091
0	7	18	19.095750
0	7	19	19.898714
0	7	20	23.551087
0	7	21	20.925924
0	7	22	22.838212
0	7	23	16.352845
0	7	24	17.468076
0	7	25	20.803528
0	7	26	25.237880
0	7	27	20.546697
0	7	28	21.437520
0	7	29	21.523103
0	7	30	21.652229
0	7	31	16.691939
0	7	32	17.721738
0	7	33	17.600544
0	7	34	19.445828
0	7	35	24.385809
0	7	36	22.991326
0	7	37	16.845151
0	7	38	22.917329
0	7	39	20.804651
0	7	40	18.473517
0	7	41	19.590865
0	7	42	17.137762
0	7	43	16.349726
0	7	44	19.718868
0	7	45	16.866170
0	7	46	23.105770
0	7	47	15.751896
0	7	48	16.587783
0	7	49	23.394699
0	8	9	18.518361
0	8	10	15.850320
0	8	11	20.418244
0	8	12	17.304708
0	8	13	18.716074
0	8	14	16.772262
0	8	15	20.304424
0	8	16	18.492933
0	8	17	16.294321
0	8	18	17.144179
0	8	19	17.569944
0	8	20	21.222316
0	8	21	18.597153
0	8	22	20.509442
0	8	23	17.264627
0	8	24	15.764162
0	8	25	17.820902
0	8	26	22.901225
0	8	27	18.217926
0	8	28	19.106969
0	8	29	19.194332
0	8	30	19.305641
0	8	31	19.894340
0	8	32	15.381745
0	8	33	15.260551
0	8	34	17.117057
0	8	35	22.034658
